Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling_Glass,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Airfryer,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove,CarbonEmission
1,0,2,0,0,1,-1,0,219,2,22,3,5,21,17,20,1,1,0,0,1,1,1,0,0,1,2554
3,0,1,0,2,2,-1,1,245,3,62,3,5,17,19,14,2,1,1,1,0,1,1,0,0,0,2206
2,1,2,3,0,2,-1,0,252,3,8,2,7,5,22,21,2,0,1,0,1,0,0,0,1,0,3581
2,0,0,2,0,1,-1,2,259,3,1028,1,3,10,16,1,0,0,0,0,1,1,1,1,0,0,3026
3,0,3,3,1,2,-1,0,189,3,22,2,1,1,2,23,2,0,0,1,0,1,1,0,0,1,1527
1,1,1,1,3,2,-1,2,118,2,98,1,2,3,20,6,2,1,1,0,0,1,1,1,0,1,2067
1,1,0,1,1,1,-1,0,120,3,211,0,6,11,19,23,1,0,1,1,1,1,1,0,0,1,2559
2,1,0,3,1,1,-1,2,134,2,1620,2,3,3,1,18,2,0,1,0,0,0,0,1,0,0,1797
3,0,2,1,1,2,-1,0,232,1,74,2,5,10,39,22,1,1,1,1,1,1,1,0,1,1,1179
1,1,1,0,1,2,-1,2,137,1,46,2,1,21,18,3,0,0,1,1,1,0,0,0,0,1,1040
1,0,1,2,1,1,-1,0,253,1,1561,2,3,1,35,18,0,1,1,0,1,1,1,1,0,0,1624
3,1,3,1,3,2,-1,2,112,2,88,2,5,16,4,1,1,0,1,1,1,0,0,0,0,0,1473
2,0,0,0,2,1,-1,1,202,2,119,0,4,3,33,3,2,0,1,0,0,1,1,1,0,0,1945
3,0,1,2,3,1,-1,0,195,3,505,0,1,9,20,6,1,1,1,1,1,0,0,0,0,0,1666
3,0,3,1,3,2,-1,2,277,1,57,2,7,21,28,20,1,0,0,1,1,0,0,1,0,0,1823
0,0,2,2,3,2,-1,1,214,0,30,3,3,13,35,13,1,1,0,1,1,1,1,1,0,1,1284
1,0,2,2,3,1,-1,1,275,3,733,1,1,17,22,6,1,0,0,0,1,0,0,0,0,1,2597
2,0,2,1,3,2,-1,1,183,3,34,3,7,20,12,10,0,0,0,1,1,1,1,1,0,1,2822
2,1,2,2,0,2,-1,0,175,3,88,1,3,4,10,7,1,0,0,1,0,0,0,1,0,1,2607
1,0,1,3,2,1,-1,2,253,2,1378,3,3,22,44,16,2,0,0,1,1,0,0,0,1,1,2809
1,0,2,1,2,1,-1,0,133,2,664,0,7,19,50,6,2,0,0,1,0,1,1,1,0,0,2361
0,0,2,0,1,1,-1,2,202,0,1699,0,5,14,47,2,2,1,1,1,1,0,0,0,0,0,855
0,1,1,2,3,1,-1,0,226,1,1702,0,2,3,8,2,2,0,0,0,1,1,1,1,1,1,1263
3,0,1,2,2,2,-1,1,147,0,41,2,7,2,33,23,2,0,1,1,1,1,1,0,1,1,1437
1,0,3,2,1,2,-1,0,256,3,5,2,6,19,33,6,1,0,0,0,0,0,0,0,0,1,2942
2,0,1,1,0,1,-1,2,111,2,1242,0,7,12,32,22,1,0,1,0,1,0,0,1,0,0,2394
1,1,0,2,1,1,-1,1,155,2,671,2,5,9,31,3,1,0,0,1,1,1,1,1,1,0,2511
3,1,2,3,0,1,-1,1,77,2,358,3,7,18,14,16,1,1,1,1,0,1,1,1,1,0,2458
1,1,2,2,2,2,-1,0,175,1,10,1,2,21,44,18,2,0,0,0,0,1,1,0,1,1,2059
1,1,3,1,2,1,-1,1,81,1,427,2,1,7,50,16,1,0,0,0,1,0,0,0,1,1,1985
0,1,2,2,1,1,-1,1,242,3,1191,1,2,18,12,23,0,0,1,1,1,1,1,0,1,1,2192
0,1,2,0,1,1,-1,2,170,1,196,1,1,9,2,6,1,1,0,1,0,0,0,0,0,0,627
0,0,3,2,2,2,-1,0,204,3,76,2,2,21,9,9,2,0,1,1,0,0,0,1,1,1,1851
1,0,1,3,1,2,-1,2,176,2,99,0,3,23,44,9,0,1,1,1,1,0,0,0,0,1,1814
3,1,3,2,2,1,-1,0,270,1,717,2,1,23,25,7,0,0,0,0,1,1,1,0,0,1,1492
2,0,1,3,2,1,-1,1,176,3,1521,0,4,10,15,5,1,1,1,1,1,0,0,1,1,1,2257
1,1,2,1,2,1,-1,2,258,2,1354,0,4,19,35,4,0,1,0,1,0,0,0,0,1,0,2408
0,0,0,0,3,2,-1,0,263,3,99,2,7,9,16,12,2,1,1,1,1,1,1,0,0,0,2520
1,0,3,1,3,2,-1,0,155,0,45,0,1,8,43,23,1,0,1,0,0,0,0,0,0,1,1345
0,0,0,0,0,2,-1,2,121,0,76,1,1,21,31,19,2,1,0,1,1,0,0,1,1,0,1198
1,1,0,0,2,1,-1,0,189,1,1038,0,4,14,50,18,0,0,0,0,1,1,1,1,1,1,2529
2,1,2,0,3,2,-1,0,287,0,24,1,2,23,38,2,2,1,0,0,0,0,0,1,0,1,1398
0,0,3,2,2,2,-1,0,87,3,86,2,5,6,21,6,1,1,0,0,1,0,0,0,1,0,2200
3,0,2,0,1,2,-1,1,168,0,11,1,6,22,7,1,1,1,0,1,0,0,0,1,0,1,656
1,0,2,0,0,1,-1,0,266,2,389,1,2,20,45,21,2,1,1,0,1,0,0,1,0,0,2341
1,0,3,0,2,1,-1,2,237,0,579,1,6,17,1,11,1,1,1,0,1,1,1,1,0,0,1159
3,1,3,2,1,1,-1,2,140,2,924,2,6,6,33,19,2,0,1,0,0,0,0,1,1,1,2242
1,1,2,2,2,1,-1,0,69,0,1903,1,1,18,22,4,2,0,1,0,1,0,0,0,0,0,1079
0,0,2,1,3,2,-1,2,175,0,12,1,4,20,44,8,2,0,0,0,0,0,0,0,0,0,1524
1,1,2,3,2,2,-1,0,144,1,20,3,3,12,47,20,2,1,0,1,1,1,1,0,1,0,2046
1,0,3,3,3,1,-1,2,59,3,1939,1,1,10,37,2,2,1,0,1,1,0,0,1,1,1,2668
3,1,3,0,2,2,-1,1,173,3,8,1,6,24,43,15,1,0,0,0,0,0,0,1,1,1,3119
0,0,2,1,0,2,-1,1,205,0,8,3,4,10,31,1,2,0,1,1,0,1,1,1,1,1,1369
2,0,2,1,0,1,-1,2,152,1,830,1,3,10,19,14,0,1,0,1,0,1,1,1,1,1,1604
2,1,2,1,2,1,-1,0,252,1,465,1,7,24,44,1,1,0,0,1,1,1,1,0,0,1,1964
1,1,2,3,3,2,-1,2,254,2,98,3,1,8,5,22,2,0,0,0,1,0,0,0,0,0,2029
3,0,0,1,1,2,-1,2,141,3,92,3,2,15,39,5,2,1,1,1,0,1,1,0,0,1,2086
2,1,3,2,2,1,-1,2,224,1,1263,3,7,24,17,9,0,0,1,0,0,0,0,0,0,0,2611
3,0,1,1,0,2,-1,0,112,2,68,1,3,23,2,20,1,1,1,1,1,1,1,1,1,0,1279
1,0,0,0,0,2,-1,1,70,3,81,2,3,19,30,18,1,1,0,1,0,1,1,0,1,0,2947
3,0,1,2,2,1,-1,1,147,0,708,3,6,16,24,23,0,1,1,1,0,1,1,1,0,1,1504
3,0,1,0,2,1,-1,1,290,3,433,1,3,18,15,11,2,1,0,0,1,1,1,1,1,1,2099
1,0,3,2,0,2,-1,2,128,2,29,2,1,17,37,12,2,1,0,0,0,1,1,0,0,1,2344
0,0,0,0,0,1,-1,0,101,0,1041,0,7,9,22,13,2,0,0,0,1,1,1,0,1,1,1442
3,1,1,1,1,2,-1,0,81,2,25,0,3,0,18,0,1,1,1,0,0,1,1,1,1,0,1196
0,1,2,2,2,1,-1,2,136,2,1934,1,2,9,7,13,2,1,0,1,1,1,1,1,1,0,1612
2,0,2,3,3,1,-1,1,88,2,1755,2,1,23,45,13,0,0,1,1,0,0,0,1,0,0,2020
3,0,2,0,0,2,-1,1,210,1,36,2,4,11,40,17,1,0,1,0,0,0,0,0,1,1,1709
1,0,3,3,1,2,-1,1,268,3,48,1,5,15,36,13,0,1,0,0,1,1,1,0,0,0,2883
0,1,2,2,2,2,-1,2,169,3,81,0,4,10,14,9,2,0,0,0,0,0,0,1,1,0,2452
3,1,0,3,2,1,-1,0,200,2,1360,2,6,16,38,22,2,1,1,0,0,1,1,1,0,0,2476
3,0,2,0,3,1,-1,2,104,2,1738,1,2,20,15,6,2,0,0,1,1,0,0,0,1,0,1365
0,0,3,3,0,2,-1,1,251,0,62,3,4,19,22,8,0,0,1,0,1,1,1,0,1,0,1564
3,1,0,3,3,2,-1,0,186,1,58,2,3,17,25,20,1,1,0,0,0,0,0,1,1,1,1781
1,1,2,0,1,1,-1,0,243,0,1878,3,6,10,27,22,1,1,1,1,0,1,1,1,0,0,1747
0,0,3,0,3,1,-1,1,158,0,821,0,1,0,25,17,1,1,0,0,0,1,1,0,0,0,1026
0,1,3,1,2,1,-1,1,253,1,1342,1,1,7,38,4,1,0,1,0,1,1,1,1,0,1,1560
2,1,2,0,1,1,-1,2,238,2,44,3,2,9,6,23,2,0,0,0,1,0,0,1,0,1,1947
3,1,3,1,2,1,-1,0,84,1,35,1,1,15,29,4,1,0,0,0,0,0,0,0,1,1,1272
3,0,3,2,0,1,-1,0,244,1,1907,3,4,9,36,4,2,0,1,1,0,0,0,1,0,0,1693
0,0,2,1,0,1,-1,2,261,0,117,3,5,2,16,21,1,1,1,1,1,0,0,0,0,1,1490
2,1,3,1,1,2,-1,0,62,1,41,3,3,14,21,8,1,0,0,0,1,1,1,1,1,0,1428
1,0,1,0,1,2,-1,0,285,0,6,2,4,9,8,10,1,0,1,1,1,1,1,0,1,1,868
0,1,1,2,0,1,-1,2,95,1,1636,1,4,14,22,23,2,0,0,1,0,0,0,1,0,1,1876
0,1,1,1,2,1,-1,1,116,2,1709,0,3,2,34,1,0,1,1,0,0,1,1,1,1,0,2007
0,1,2,1,1,1,-1,0,284,0,1965,1,2,22,39,7,2,1,1,1,0,1,1,0,1,0,984
2,0,0,2,1,2,-1,0,258,2,59,2,5,19,34,5,0,1,1,1,1,1,1,0,0,0,2003
3,0,1,2,1,2,-1,2,101,2,81,1,2,19,36,3,1,0,1,1,1,0,0,0,0,0,1278
1,1,2,2,0,1,-1,2,252,3,321,2,4,4,32,9,0,1,1,0,0,1,1,1,1,0,3884
2,0,1,3,0,2,-1,2,110,3,49,2,6,21,12,8,1,0,0,0,1,1,1,0,1,1,3115
1,1,0,2,2,2,-1,2,215,3,80,2,7,18,33,18,2,1,1,1,1,0,0,1,0,1,4039
0,0,1,0,0,2,-1,1,193,0,67,3,1,13,49,15,2,0,1,0,1,1,1,0,0,1,1499
0,0,1,3,2,2,-1,1,97,3,28,3,7,6,7,2,1,1,1,1,1,0,0,1,1,1,2476
2,0,3,3,0,2,-1,2,214,3,12,2,4,3,36,12,0,1,0,0,1,0,0,0,0,1,3217
0,0,0,1,2,1,-1,2,106,0,10,0,1,10,36,22,0,0,1,0,1,0,0,1,1,1,1245
1,0,0,2,3,2,-1,1,215,0,54,2,1,15,35,12,0,1,0,1,1,1,1,0,0,1,1435
1,1,2,1,1,2,-1,2,100,2,26,0,5,13,49,5,2,0,0,1,1,1,1,0,0,1,2201
1,1,0,3,1,2,-1,1,152,2,71,2,4,16,40,5,1,1,0,1,1,1,1,1,1,0,2479
2,0,3,3,3,1,-1,2,156,0,1153,0,4,13,2,22,0,0,1,1,0,1,1,0,1,0,964
1,0,2,0,1,1,-1,1,111,0,1839,1,6,3,9,15,0,1,0,1,0,0,0,1,1,1,1039
1,1,3,2,3,2,-1,0,227,2,50,3,7,15,32,24,0,1,0,0,1,1,1,1,0,0,3307
0,1,3,0,3,2,-1,2,126,0,82,0,5,5,37,24,0,0,1,0,1,0,0,0,0,1,1542
2,0,2,2,3,2,-1,0,241,1,49,0,7,6,22,9,0,1,1,1,1,0,0,1,0,0,1064
0,0,0,1,1,2,-1,1,259,0,25,3,4,13,38,17,1,1,1,1,0,1,1,1,1,0,1323
0,1,2,2,0,2,-1,2,72,1,56,3,1,14,15,17,1,0,1,1,0,0,0,1,1,0,1331
0,0,1,2,1,1,-1,0,118,2,1552,1,3,13,2,23,1,0,0,0,1,0,0,0,0,1,1370
1,0,2,0,2,2,-1,1,222,2,24,1,1,11,21,0,0,0,1,1,0,1,1,0,1,0,1515
3,1,1,0,1,1,-1,1,265,1,1802,1,1,2,38,6,2,1,1,1,0,0,0,1,0,0,1053
0,1,3,3,2,2,-1,2,157,3,89,2,5,12,13,3,2,0,1,0,1,1,1,0,0,0,2675
2,1,1,2,3,1,-1,0,163,2,320,0,2,13,9,7,0,1,1,0,0,1,1,0,0,0,1621
1,0,3,2,1,1,-1,2,204,3,28,0,6,22,36,13,1,1,0,0,1,0,0,1,0,1,2775
0,0,1,1,3,2,-1,1,111,0,28,3,7,4,2,10,2,0,1,1,1,0,0,0,1,1,1232
3,0,1,1,1,1,-1,0,155,1,1962,0,6,2,14,6,0,1,0,1,1,0,0,1,1,1,881
2,0,0,3,3,1,-1,1,231,0,1474,1,2,21,33,2,1,0,1,1,0,1,1,0,0,1,1375
2,1,3,2,2,2,-1,1,80,2,5,2,4,19,46,23,0,1,0,1,1,0,0,0,1,0,2568
3,1,2,2,2,1,-1,0,96,3,855,0,3,17,13,17,2,0,1,0,0,1,1,0,1,1,2174
2,1,1,0,2,1,-1,1,141,3,545,0,6,22,8,23,0,1,1,0,1,1,1,0,0,1,2598
3,1,0,3,1,1,-1,1,165,3,555,2,1,5,48,7,1,0,0,0,0,1,1,0,0,1,2619
0,1,0,0,1,1,-1,2,125,1,180,3,4,1,26,12,2,1,0,0,0,1,1,0,0,1,1640
3,0,3,1,2,2,-1,1,239,2,74,2,1,13,8,23,1,0,1,1,0,1,1,1,1,1,1329
2,1,0,3,2,2,-1,0,256,2,65,1,3,17,0,8,2,1,0,0,0,0,0,0,1,0,1908
1,1,2,2,0,1,-1,0,157,3,1724,1,4,15,28,8,0,1,0,1,1,1,1,0,0,0,3292
0,0,1,1,0,2,-1,2,247,1,45,2,6,12,15,18,0,1,0,1,0,0,0,0,0,0,1745
3,1,0,1,2,1,-1,1,255,2,1489,1,6,17,37,19,1,1,0,0,0,1,1,0,1,1,2700
1,0,3,0,0,1,-1,0,97,1,686,1,1,7,30,21,2,1,1,0,0,1,1,1,1,0,1451
3,1,1,1,3,2,-1,0,201,1,70,2,4,19,18,20,2,0,0,0,0,1,1,1,0,0,1555
0,1,1,1,0,2,-1,0,146,3,80,3,7,10,23,14,0,1,1,1,0,0,0,1,0,1,3046
0,0,3,0,0,1,-1,1,270,1,457,0,3,21,7,4,2,1,0,1,1,1,1,1,0,0,976
2,1,1,0,3,1,-1,1,122,0,1322,3,2,16,23,15,0,1,0,0,1,0,0,0,0,0,1469
3,0,0,0,3,1,-1,1,93,1,1639,1,4,18,29,6,1,0,0,1,1,1,1,0,1,1,1399
3,0,3,3,2,2,-1,0,113,3,75,0,1,13,6,20,1,0,0,0,1,0,0,0,0,0,1795
2,1,2,2,2,2,-1,0,212,0,43,2,4,24,15,4,1,1,1,0,1,0,0,0,0,0,1141
1,1,2,3,3,1,-1,2,276,1,1397,0,4,7,11,23,0,1,1,1,0,1,1,1,1,0,1675
0,1,0,2,1,2,-1,0,268,2,53,3,1,13,49,15,2,0,1,0,1,0,0,1,0,0,2047
2,1,2,2,0,2,-1,2,158,1,83,3,4,17,42,8,2,1,1,0,1,0,0,1,1,0,2272
1,1,1,1,1,2,-1,2,134,3,3,1,2,13,22,3,0,0,1,1,0,0,0,1,1,1,2606
0,0,2,0,1,1,-1,0,140,1,1579,3,6,16,21,13,2,0,0,0,0,1,1,1,0,1,1541
2,0,1,2,3,2,-1,2,242,0,45,3,5,13,19,0,1,0,1,0,1,0,0,0,1,1,1606
1,0,1,0,0,2,-1,2,149,3,63,1,5,19,10,17,0,1,1,0,1,1,1,0,0,0,2840
0,1,0,2,0,2,-1,1,119,3,1,3,7,10,14,0,1,1,1,0,0,0,0,1,0,0,3192
3,0,0,1,2,2,-1,2,151,3,60,3,5,8,18,7,0,0,0,0,0,1,1,1,1,1,2755
1,0,1,3,0,1,-1,1,53,3,1787,0,4,6,42,18,2,0,1,1,1,1,1,1,0,1,3063
1,1,0,1,3,1,-1,0,284,3,635,1,1,20,23,9,2,1,1,1,0,1,1,0,1,0,3154
0,0,3,1,2,2,-1,1,221,3,56,1,2,22,34,12,2,1,0,0,1,0,0,1,1,1,2327
0,1,0,0,0,1,-1,0,61,3,1159,1,2,19,39,19,0,1,0,1,0,1,1,1,1,0,2980
0,1,0,0,1,1,-1,1,66,2,23,2,3,12,45,17,1,1,1,1,0,0,0,1,0,1,1807
3,1,1,3,2,1,-1,0,57,1,1398,0,4,16,25,20,2,1,0,1,1,0,0,1,0,1,1217
0,0,0,2,2,1,-1,2,104,3,174,0,6,0,15,0,2,1,0,0,0,1,1,0,1,0,2219
0,0,1,0,0,2,-1,1,177,2,38,2,7,21,29,11,2,1,1,1,1,0,0,0,1,1,2051
2,1,0,2,2,1,-1,2,123,0,1318,2,3,17,30,3,1,0,0,1,1,1,1,0,1,1,1753
0,1,3,3,1,2,-1,2,180,0,69,2,1,12,26,8,2,0,1,1,1,1,1,1,0,1,810
3,0,0,0,1,2,-1,1,98,2,27,2,3,17,6,22,0,1,0,0,0,1,1,0,0,1,1378
0,0,3,0,1,1,-1,0,235,1,1360,2,5,13,9,2,1,0,0,0,0,0,0,0,1,1,1139
2,0,2,3,2,1,-1,0,206,1,1959,0,6,16,35,7,0,1,1,0,1,1,1,1,1,0,1466
3,0,0,1,1,2,-1,1,268,2,9,0,7,3,29,6,1,0,1,0,1,1,1,0,0,0,1515
2,1,2,2,3,2,-1,2,81,2,62,3,5,14,25,0,2,1,0,1,0,0,0,1,0,1,2372
0,1,2,2,0,2,-1,1,223,0,34,0,2,2,16,9,2,0,1,0,1,0,0,0,0,1,1114
0,0,2,2,2,2,-1,0,99,0,9,2,2,10,26,2,2,1,0,1,1,0,0,1,0,0,703
0,0,2,1,0,1,-1,1,179,3,317,1,7,16,35,17,1,0,0,1,0,0,0,1,1,0,2816
3,0,1,0,1,1,-1,0,264,0,575,3,2,15,28,15,0,0,1,0,0,0,0,1,0,1,1047
0,1,3,2,1,1,-1,1,76,3,368,2,5,19,32,11,1,1,1,0,1,0,0,1,0,1,2807
0,0,1,3,3,1,-1,0,186,0,872,2,3,4,26,1,0,0,0,0,0,0,0,0,1,1,1299
0,0,0,1,0,2,-1,1,220,3,88,0,2,12,50,18,2,0,1,0,1,1,1,0,1,1,2603
2,0,1,3,0,1,-1,2,174,1,1723,2,6,1,48,12,0,1,0,1,0,0,0,0,0,1,2469
1,0,2,1,0,1,-1,1,188,1,284,3,1,17,3,24,2,0,0,0,1,1,1,0,1,0,1542
2,1,1,0,0,2,-1,1,254,3,54,1,7,18,27,24,0,0,1,1,1,1,1,1,0,1,3347
1,0,3,1,3,2,-1,0,168,3,75,2,3,5,10,18,0,0,1,1,0,0,0,0,1,1,2417
0,1,3,2,3,1,-1,0,276,0,1764,3,2,10,20,19,2,0,1,1,1,1,1,1,0,1,1226
2,0,2,2,3,2,-1,1,99,0,7,2,5,0,50,18,2,1,1,0,0,0,0,0,0,0,1663
3,0,0,3,0,2,-1,2,275,1,11,3,3,16,32,7,1,1,1,0,1,1,1,0,0,0,1786
2,0,0,0,2,1,-1,2,260,3,110,2,3,21,20,10,1,0,1,1,0,1,1,0,1,1,2554
3,0,3,2,3,2,-1,0,276,3,97,2,2,11,1,5,2,0,0,1,0,0,0,0,1,0,1714
3,1,2,1,0,1,-1,1,238,3,1143,2,2,1,34,7,1,0,1,1,0,0,0,0,0,0,2594
1,0,3,3,2,2,-1,1,237,3,16,1,6,21,31,1,2,1,0,1,0,1,1,0,1,0,2908
1,0,3,3,2,2,-1,0,79,2,26,0,5,1,40,22,1,0,0,1,0,1,1,1,1,0,2131
1,1,1,0,2,2,-1,2,66,2,65,0,3,12,2,8,1,0,0,1,1,1,1,1,1,0,1673
3,0,2,0,0,1,-1,1,210,0,1924,2,7,12,30,6,0,1,1,0,0,0,0,0,1,1,1697
3,0,0,1,0,2,-1,0,173,3,19,3,4,14,36,11,1,0,0,1,0,1,1,1,0,0,2673
2,0,0,0,1,2,-1,1,148,1,43,0,2,11,24,20,0,0,1,0,1,1,1,0,0,0,1078
0,1,0,0,2,2,-1,2,59,3,23,3,4,3,19,19,0,1,0,0,1,0,0,1,0,1,2944
0,0,1,3,0,2,-1,0,172,0,73,3,5,16,24,16,0,0,0,1,0,0,0,1,1,1,1686
3,1,2,1,0,1,-1,2,166,2,1838,2,5,6,34,9,0,0,1,0,0,0,0,0,1,1,2604
1,0,0,2,3,1,-1,1,283,0,970,1,6,18,28,6,1,0,1,1,1,1,1,0,1,0,1754
3,0,3,0,3,2,-1,1,191,0,89,1,7,15,47,13,1,0,0,1,1,1,1,0,0,0,1413
3,0,0,0,1,2,-1,1,103,2,47,3,6,6,7,8,2,0,0,1,0,1,1,0,0,1,1561
0,0,3,2,3,2,-1,0,183,3,26,3,1,21,11,0,0,1,1,0,1,1,1,0,1,1,1779
3,1,1,0,3,2,-1,1,239,1,45,3,5,20,38,22,1,1,0,1,1,1,1,0,1,0,1972
2,1,2,0,2,2,-1,1,262,2,16,1,4,20,36,18,0,1,0,1,1,0,0,1,0,1,2243
2,1,0,2,0,1,-1,0,69,0,1025,3,1,22,16,24,1,1,0,1,1,0,0,1,0,0,1262
0,0,0,2,1,2,-1,0,123,3,68,1,4,3,30,4,1,1,0,1,0,0,0,1,1,0,2026
0,0,3,1,1,2,-1,0,77,2,25,0,6,4,7,22,1,0,0,1,1,0,0,0,1,1,1133
1,0,3,2,1,1,-1,1,156,1,646,2,7,0,44,12,2,1,0,1,1,0,0,1,1,0,1927
2,1,2,3,2,1,-1,0,73,1,380,3,1,1,35,3,0,1,0,0,1,0,0,1,1,1,1490
2,1,1,2,2,2,-1,2,74,3,31,3,7,11,13,1,0,0,1,0,1,0,0,1,0,1,3389
0,0,1,1,0,1,-1,1,289,0,1276,2,6,23,30,18,2,1,0,1,1,0,0,1,0,1,1690
1,0,1,1,3,2,-1,1,79,2,54,2,5,23,39,9,2,1,0,1,0,0,0,1,1,0,2468
2,1,1,3,1,2,-1,1,264,1,64,0,3,13,41,5,1,0,0,1,1,0,0,1,0,1,1534
2,0,2,3,1,1,-1,0,70,3,829,2,7,18,5,5,1,1,1,1,0,0,0,0,1,1,2117
2,1,3,3,1,2,-1,1,231,2,61,2,2,17,17,6,2,1,1,1,1,0,0,1,1,0,1437
1,1,1,1,3,1,-1,0,100,1,331,3,2,9,33,15,1,0,0,1,0,1,1,1,0,0,1805
0,0,1,1,2,2,-1,0,123,2,98,3,7,19,46,1,0,0,1,1,0,0,0,1,1,0,2333
1,0,0,1,1,1,-1,1,279,0,1557,3,1,22,39,14,0,1,1,0,1,1,1,1,0,1,1560
3,1,1,2,0,2,-1,2,169,0,28,3,2,0,39,8,2,0,1,0,0,0,0,1,0,1,1696
1,0,1,2,0,1,-1,2,220,2,790,3,4,6,34,8,1,0,1,1,0,0,0,0,1,0,2674
2,1,3,0,1,2,-1,2,105,0,73,0,2,22,23,11,2,1,1,1,1,0,0,1,0,0,583
2,0,1,1,3,1,-1,2,287,1,1419,1,2,15,5,11,2,0,0,0,1,1,1,1,0,1,1588
3,0,2,3,2,1,-1,1,236,0,1585,1,3,1,42,23,1,0,1,1,1,1,1,1,1,0,1281
3,0,2,1,0,1,-1,2,54,1,1768,3,6,10,20,3,2,0,0,1,0,0,0,1,0,1,1819
2,0,2,2,0,2,-1,2,207,1,37,3,5,20,35,7,2,1,0,1,0,0,0,1,0,0,2094
0,1,3,0,2,2,-1,1,185,0,69,1,6,20,25,16,0,0,1,0,0,1,1,0,1,1,1680
1,0,0,2,0,2,-1,2,228,0,34,3,4,15,50,18,2,0,0,1,1,1,1,0,0,1,2495
0,1,1,0,1,1,-1,0,84,2,922,0,7,10,39,1,1,1,1,0,1,0,0,1,1,0,1628
2,1,0,1,0,1,-1,1,235,2,1278,0,3,5,30,17,0,1,0,0,0,1,1,0,1,1,2744
1,0,1,3,3,1,-1,1,136,1,1491,0,3,1,38,22,1,1,1,1,1,0,0,0,1,1,1461
3,0,1,1,1,1,-1,0,174,1,1612,2,6,10,36,11,1,0,0,1,1,0,0,1,1,0,1447
1,1,3,3,1,2,-1,1,276,0,29,2,6,8,46,23,1,0,1,0,1,1,1,1,1,1,2387
1,0,1,0,1,2,-1,2,250,0,35,1,2,4,26,17,2,0,0,1,1,0,0,0,0,0,1086
3,0,0,1,0,2,-1,0,61,0,60,2,7,18,45,13,0,1,1,1,0,0,0,0,1,0,1621
2,1,2,2,0,2,-1,0,254,1,14,2,1,10,45,17,1,0,1,0,1,1,1,0,1,1,2092
2,0,3,2,0,2,-1,2,288,3,82,1,2,2,3,5,2,1,1,1,1,0,0,0,0,1,2029
0,0,2,0,3,2,-1,2,121,3,97,2,5,12,18,24,0,0,1,0,0,1,1,1,1,0,2502
3,0,1,2,3,1,-1,2,229,1,1041,2,7,8,18,19,0,0,1,0,1,1,1,0,1,1,1790
0,0,2,2,3,1,-1,1,258,3,1365,1,6,3,16,11,1,1,1,0,1,1,1,1,0,0,2230
1,1,0,1,2,2,-1,0,91,2,84,2,6,1,32,16,2,1,0,1,0,0,0,1,0,0,2466
1,0,1,0,3,1,-1,1,75,2,820,3,5,15,42,15,2,1,0,1,0,0,0,0,0,1,2547
0,0,3,0,1,1,-1,0,265,2,1505,1,5,14,24,22,2,1,0,1,1,0,0,1,1,0,1454
1,1,2,2,1,2,-1,0,146,3,78,0,5,12,45,20,0,0,0,1,0,0,0,1,1,1,3069
1,0,3,3,1,2,-1,1,167,0,91,1,3,11,17,11,0,1,1,0,0,0,0,1,1,1,898
0,0,2,2,3,2,-1,0,111,3,40,3,4,10,6,13,2,1,1,1,0,1,1,1,1,0,1981
0,1,0,1,2,2,-1,0,127,0,33,3,3,14,21,14,2,1,0,0,1,1,1,0,1,0,1350
2,1,1,2,2,2,-1,2,282,0,59,0,3,23,22,23,1,1,1,1,1,1,1,0,1,0,1416
3,0,2,1,1,1,-1,0,280,2,472,3,4,16,6,22,0,0,1,0,1,0,0,1,1,0,1445
3,0,1,0,2,2,-1,2,244,2,72,1,6,23,45,11,2,1,0,1,1,1,1,0,1,1,2002
1,1,3,3,2,1,-1,2,69,3,1766,1,6,15,16,24,0,1,1,0,0,0,0,0,1,1,3558
2,1,2,0,0,1,-1,0,159,2,1567,3,7,0,3,16,1,0,0,0,0,1,1,0,1,0,3085
1,0,0,1,3,1,-1,0,230,0,1949,3,1,13,16,21,2,0,0,0,1,1,1,1,1,1,1562
3,1,0,0,1,2,-1,0,165,1,53,2,1,18,23,13,0,0,1,1,1,1,1,1,1,0,940
1,1,1,2,0,1,-1,0,127,1,847,2,3,11,42,13,0,1,1,1,1,0,0,0,0,1,1964
2,0,1,2,2,2,-1,1,290,0,57,1,2,0,16,0,2,0,0,0,1,0,0,1,0,0,1122
0,0,2,0,2,1,-1,2,165,2,30,0,4,20,19,16,0,1,1,0,0,1,1,1,0,0,1596
1,1,3,2,2,1,-1,0,208,3,1788,3,3,22,7,0,2,0,0,1,0,1,1,0,1,0,3156
1,1,0,2,1,2,-1,0,130,2,32,1,7,9,8,23,2,1,1,0,1,1,1,0,1,0,1803
2,1,3,1,0,2,-1,0,125,3,25,3,3,17,44,20,1,0,1,1,1,1,1,0,1,1,3423
0,1,1,0,1,1,-1,0,256,2,1654,2,1,20,16,21,0,1,0,0,0,1,1,0,0,1,1755
