Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycling_Metal,Recycling_Paper,Recycling_Plastic,Cooking_Grill,Cooking_Microwave,Cooking_Oven,Cooking_Stove
1,1,3,2,2,2,4,2,186,2,58,3,2,21,27,0,1,2526,0,1,1,0,1,1,1
2,0,3,3,0,1,4,2,121,3,419,0,5,11,12,22,1,2727,0,0,1,1,0,0,0
2,1,0,2,2,0,5,0,197,3,7164,2,3,5,0,0,1,5733,0,0,1,0,1,1,0
0,1,1,0,3,0,5,2,80,1,3566,2,2,5,46,6,1,3229,0,0,0,0,1,1,1
3,0,2,0,3,2,4,0,84,2,95,3,2,12,41,11,0,1625,0,0,1,0,0,0,0
3,1,2,0,0,0,3,0,203,1,5047,1,3,17,36,0,0,3011,0,0,1,0,1,0,0
3,1,1,1,1,1,4,1,193,1,419,0,7,4,5,12,2,1045,1,0,0,0,0,1,1
0,0,3,0,3,2,4,2,199,2,87,3,7,0,34,7,1,2268,1,1,0,0,1,1,0
3,0,1,1,3,1,4,2,55,3,862,0,3,1,21,20,0,1971,1,0,0,0,1,0,0
1,1,1,1,1,1,4,0,177,1,1311,2,3,12,18,24,2,1384,1,1,0,0,1,1,1
3,0,2,0,1,2,4,1,52,3,51,2,6,17,3,11,2,1736,1,0,0,0,1,1,0
0,1,0,2,3,0,0,0,298,0,1936,1,1,4,38,8,0,2150,0,0,0,1,0,1,0
3,0,2,2,2,0,3,0,217,3,7014,3,7,22,28,18,2,3950,1,1,1,0,0,0,0
0,0,0,2,0,1,4,2,274,2,645,3,4,8,18,16,0,2429,0,1,0,0,0,1,0
2,0,2,0,0,1,4,2,79,3,1600,0,1,11,28,12,1,2482,1,1,1,0,0,1,1
1,1,1,3,1,1,4,0,257,3,808,1,5,16,40,6,1,3275,1,1,1,1,1,1,1
2,0,1,3,2,1,4,0,244,2,488,1,7,24,10,3,1,1656,1,1,0,0,0,0,0
2,1,3,0,2,2,4,1,243,2,48,2,6,17,38,2,2,2488,1,1,0,1,1,1,0
1,1,3,3,1,0,1,2,288,1,7203,0,5,10,8,3,0,1218,1,1,0,1,0,1,1
3,0,1,2,2,0,0,2,98,1,4048,1,1,17,19,24,2,1775,1,1,1,0,1,1,1
1,1,3,3,3,2,4,0,197,1,36,2,2,9,18,4,0,1389,0,1,1,1,0,1,0
1,0,3,0,0,0,2,0,76,0,2672,1,4,12,15,7,0,1773,0,0,0,0,0,0,0
2,1,1,3,0,0,5,1,79,1,7907,2,6,10,43,24,2,5629,0,1,1,0,0,0,0
0,0,1,0,1,1,4,2,129,3,595,2,2,8,39,0,0,2309,1,0,0,0,0,1,0
0,0,3,3,0,0,0,1,164,3,6423,1,4,10,26,0,2,3814,0,1,0,1,1,1,0
2,1,1,2,2,1,4,2,281,3,863,0,1,20,44,17,1,3183,1,0,0,0,1,0,1
3,1,3,1,1,2,4,0,258,1,29,0,2,10,22,16,2,974,1,0,1,1,1,1,1
3,0,2,2,2,0,5,2,226,1,2027,3,5,13,17,12,1,2117,0,1,1,1,0,0,1
1,0,2,1,3,0,1,1,139,1,1372,2,2,22,6,17,2,1131,0,0,1,0,1,1,0
0,1,1,2,1,1,4,1,233,1,1888,0,3,8,9,12,0,1174,1,0,0,1,0,0,1
3,0,3,2,3,2,4,2,146,0,43,0,5,24,32,6,2,1290,0,0,0,1,1,1,1
1,0,3,3,3,0,0,0,69,0,829,0,7,11,36,18,1,1406,1,1,0,0,1,1,0
2,1,0,1,0,2,4,2,272,0,60,1,5,17,24,10,0,2246,0,0,0,0,1,1,0
2,0,0,3,2,1,4,0,270,2,504,2,5,20,19,4,1,2106,1,0,1,1,0,1,1
1,0,3,2,1,1,4,1,201,2,944,2,3,24,45,11,1,2109,0,1,0,0,1,0,1
0,0,2,0,0,1,4,1,190,1,562,0,7,4,48,22,0,1706,1,1,0,1,0,0,0
2,0,1,3,2,2,4,1,128,1,47,3,7,4,24,24,0,2255,1,0,1,1,1,1,1
2,0,2,1,0,0,1,1,278,3,2193,0,5,12,37,3,2,2750,1,0,0,1,0,1,1
2,1,0,2,2,1,4,2,166,0,1170,0,7,5,34,7,1,1732,0,1,0,0,1,1,0
1,0,2,1,1,2,4,1,236,1,32,2,7,13,38,17,0,1943,1,0,0,1,1,1,0
0,0,1,2,0,0,3,0,82,0,610,3,2,10,14,14,0,1121,1,0,1,0,1,0,0
0,0,3,2,0,0,2,2,95,2,191,1,1,6,23,12,2,1471,1,1,0,0,0,0,1
3,1,3,0,1,1,4,0,216,1,135,3,5,10,47,6,0,2031,0,0,0,1,0,1,1
2,0,1,0,0,0,0,0,129,2,7355,0,7,14,15,20,2,3602,0,1,0,0,1,1,1
3,0,1,2,3,1,4,2,94,2,560,1,2,21,29,16,1,1676,0,0,1,1,0,1,0
0,0,0,2,2,0,2,1,107,2,1929,3,4,12,36,2,2,2098,0,1,1,1,0,0,1
3,1,3,3,2,2,4,2,169,1,44,2,5,13,35,24,0,1948,0,1,0,1,1,1,0
2,0,2,1,3,0,0,2,205,1,9423,2,6,16,30,23,2,4220,1,1,0,1,1,1,0
1,1,3,0,1,2,4,0,123,2,60,1,5,19,27,17,2,1955,1,0,1,0,1,1,0
1,1,3,1,3,1,4,1,279,2,537,1,3,5,3,8,1,2128,0,0,0,0,0,1,1
1,1,2,1,2,1,4,0,272,3,483,2,1,21,40,6,0,2699,1,1,1,0,0,0,1
0,0,0,3,3,1,4,0,258,3,1802,1,1,3,37,7,0,2546,0,1,1,1,0,1,1
2,1,1,3,2,0,5,0,141,0,6329,1,3,11,26,12,1,3618,1,1,0,1,1,0,0
3,1,2,2,2,1,4,2,91,1,1702,3,3,4,8,12,0,1576,1,0,0,1,0,0,0
2,0,3,2,0,0,3,1,296,1,5812,3,4,22,25,24,2,3715,0,1,1,1,1,1,1
3,1,2,3,1,2,4,2,57,1,49,3,1,1,47,21,1,1457,1,0,0,1,1,0,0
3,1,2,2,1,1,4,0,270,2,1050,1,7,5,18,0,1,1657,0,0,1,0,0,1,1
1,1,0,3,2,0,0,2,120,1,8233,2,3,11,15,6,0,4294,1,1,1,0,1,1,1
1,1,1,3,0,1,4,0,74,0,139,0,1,12,15,20,0,1138,1,0,1,0,0,0,0
3,0,2,0,3,0,5,0,219,3,304,2,7,22,2,20,0,2157,1,1,1,0,1,1,1
0,1,0,2,2,0,5,1,255,1,3884,2,2,7,36,13,0,3314,1,0,0,1,1,1,0
2,1,0,2,2,1,4,2,154,0,716,1,3,19,40,16,2,1663,1,1,0,1,0,1,0
0,1,3,0,2,0,2,0,141,3,7309,1,4,4,50,21,0,4150,0,0,1,1,0,0,1
0,1,3,0,3,0,1,2,68,1,5970,0,1,22,35,3,2,1061,1,1,1,1,1,0,1
1,0,0,0,2,0,1,0,242,2,7607,3,1,8,19,19,0,2072,0,0,0,0,0,1,1
1,1,0,3,0,2,4,2,272,1,19,3,7,17,2,24,0,2856,1,0,1,1,0,1,1
3,0,2,3,3,2,4,0,285,1,21,2,6,4,35,10,2,1699,0,0,0,0,0,1,1
0,1,2,0,3,0,5,0,108,2,741,1,6,13,7,0,0,1671,1,1,0,0,0,0,0
1,0,2,0,2,1,4,0,262,0,931,1,1,3,12,16,0,825,1,1,0,0,1,1,1
2,0,1,1,3,0,3,0,100,0,9426,0,6,12,9,7,1,3330,1,0,1,0,0,1,1
2,0,2,2,3,2,4,0,255,2,69,0,1,13,10,6,2,1276,1,0,1,0,0,1,0
0,1,0,2,0,0,2,1,212,2,7099,3,7,24,31,20,2,4072,1,1,1,1,1,0,1
3,0,3,2,0,2,4,2,172,2,74,0,1,7,2,22,1,1245,0,1,1,0,0,0,1
0,1,0,3,3,1,4,0,228,2,940,2,5,20,35,24,1,2866,0,0,1,0,1,1,1
0,0,2,1,0,1,4,2,256,3,236,0,3,15,7,9,0,2136,0,1,1,1,1,0,1
0,0,2,2,1,0,5,1,213,2,1544,0,3,18,10,19,0,1670,0,1,0,1,0,1,0
3,0,3,0,1,2,4,2,59,1,69,1,3,0,12,3,1,783,1,0,0,1,0,1,1
0,1,3,2,1,2,4,1,243,2,24,0,6,0,36,4,0,1668,0,1,1,0,1,0,1
0,0,2,2,2,1,4,1,202,1,733,1,7,5,25,8,2,1403,1,1,0,0,1,1,0
1,0,0,2,2,2,4,1,74,0,86,1,3,17,20,15,2,1106,0,1,1,0,0,1,0
3,1,2,1,2,0,3,1,272,0,2850,0,3,6,41,10,0,1977,1,0,1,1,1,1,1
0,0,0,1,2,0,1,0,157,3,9199,2,5,7,27,18,2,2375,1,1,0,1,1,0,1
0,0,3,0,0,1,4,2,50,3,1056,0,4,4,35,22,2,2383,1,0,0,0,1,1,0
1,1,1,0,3,1,4,1,272,2,948,1,5,2,38,13,2,2512,1,1,1,0,1,1,1
3,0,0,3,3,0,1,0,278,2,3203,1,6,16,14,11,1,1744,1,1,1,0,0,1,1
2,1,3,0,1,2,4,2,226,3,63,0,4,8,9,8,1,2045,1,1,1,0,0,0,0
2,0,3,2,1,1,4,2,62,0,1580,2,7,9,47,4,0,1868,0,0,0,1,0,0,0
3,1,2,2,1,0,5,0,100,1,6921,1,2,12,3,22,2,3250,0,0,1,0,1,0,1
3,0,1,1,1,2,4,1,252,3,68,1,3,11,11,22,1,1749,1,1,0,0,1,1,0
0,0,1,1,0,1,4,1,259,0,159,0,7,13,38,6,0,1635,0,0,1,1,1,0,1
1,0,1,2,2,0,5,1,189,1,4096,0,6,19,5,8,0,2921,0,1,1,0,1,1,1
1,1,3,1,1,1,4,0,54,0,1295,1,3,11,10,9,0,477,1,1,1,0,0,0,0
2,1,2,1,3,1,4,1,155,1,709,3,6,21,26,15,2,2384,0,0,1,0,0,1,1
1,1,2,3,3,0,1,0,100,2,6329,2,5,20,19,6,0,2259,1,0,1,0,1,0,0
0,1,0,2,2,1,4,2,147,0,1806,2,4,22,23,16,0,1782,1,0,1,0,1,1,0
3,1,1,3,0,2,4,0,217,0,2,2,6,20,32,4,1,1788,1,0,1,1,0,1,0
1,0,3,2,1,2,4,2,263,2,84,1,5,11,38,18,2,2078,1,1,0,1,1,1,1
1,1,1,3,2,0,2,1,180,1,1249,1,1,15,25,4,2,1629,0,1,1,1,0,1,0
2,0,0,3,1,2,4,1,83,3,32,1,6,12,22,4,0,2191,1,1,1,0,0,1,0
1,0,1,1,2,0,5,0,111,1,1420,2,3,24,29,12,1,2045,1,0,1,0,0,1,0
1,1,3,2,3,0,0,2,174,2,2330,2,4,24,8,11,1,2927,0,1,0,1,0,0,0
2,0,1,1,2,2,4,2,112,2,57,2,6,22,6,20,1,2010,1,0,1,0,1,0,1
2,0,2,2,1,2,4,0,277,3,75,0,5,11,47,10,1,2287,1,0,1,1,0,0,0
3,1,1,0,1,2,4,1,77,0,51,3,1,9,47,2,0,1070,1,0,0,0,1,0,1
2,0,2,0,3,0,0,2,61,0,7973,2,1,22,27,8,1,2915,1,0,0,0,1,1,0
1,1,2,3,0,0,5,2,225,2,9303,2,2,3,5,5,1,6232,0,0,1,1,1,0,0
0,1,2,0,1,0,3,1,203,2,2360,0,4,3,47,19,0,2605,0,0,0,0,1,0,1
2,0,2,3,2,0,0,2,268,2,5402,1,5,11,34,24,2,3537,1,0,1,1,0,0,0
1,0,0,2,1,2,4,2,66,3,38,2,3,2,32,18,0,2894,0,0,0,0,1,1,1
3,1,2,2,3,0,2,2,206,3,3694,3,2,13,40,20,0,3252,1,1,0,1,1,1,1
1,1,0,2,0,2,4,1,259,3,11,2,2,10,38,7,2,3729,0,1,0,1,1,0,1
2,1,1,3,3,0,1,1,261,3,2184,3,4,23,22,3,1,3148,0,1,1,1,0,1,0
2,1,2,3,1,2,4,1,152,3,48,2,7,19,40,24,0,3249,1,0,1,1,1,1,0
3,0,2,0,3,1,4,1,137,2,465,1,7,24,29,12,2,1868,1,0,0,1,1,1,0
0,1,2,3,1,0,0,1,293,2,4576,0,4,16,3,3,0,2325,1,1,1,1,0,1,0
3,0,0,1,1,0,2,0,232,2,5868,2,7,3,1,12,0,2436,1,0,1,0,0,0,1
1,1,1,3,1,1,4,0,274,0,864,1,2,21,9,1,1,882,1,0,0,0,0,1,0
1,0,2,3,3,1,4,1,65,1,382,2,1,2,1,16,1,858,0,1,1,1,0,0,1
3,1,0,2,3,0,2,1,172,0,9375,0,4,19,46,22,1,3142,0,1,0,1,0,1,0
3,1,0,1,1,1,4,0,165,3,364,3,7,23,26,21,2,2898,1,0,1,0,0,0,0
1,1,3,3,1,1,4,1,148,1,518,2,4,9,40,5,1,1610,1,1,1,1,1,0,0
3,0,1,2,2,2,4,0,90,3,48,2,6,11,26,22,0,2425,0,0,0,0,1,1,1
0,1,1,2,1,0,3,0,296,1,9928,3,6,13,49,0,1,4934,1,0,0,1,0,0,1
2,1,0,1,3,2,4,1,214,1,13,0,1,7,42,23,1,1773,0,1,1,0,1,1,0
0,1,2,3,3,0,3,1,135,2,3570,2,5,8,48,1,2,3235,0,1,0,1,1,1,1
1,0,1,2,3,0,2,1,288,2,1748,1,3,6,23,23,0,2451,1,0,1,1,1,1,0
3,0,3,0,3,0,5,0,239,1,9336,0,5,9,1,11,2,3491,1,0,1,0,1,1,0
1,0,0,3,1,0,2,2,187,3,2710,3,6,15,13,14,1,3767,0,0,0,0,0,0,0
0,0,3,1,0,0,0,2,228,3,8964,3,1,21,7,11,0,4333,1,0,0,1,1,1,0
3,0,0,2,1,2,4,1,142,2,42,3,6,14,33,17,1,2095,0,0,1,1,0,0,1
1,1,0,2,3,0,2,1,255,1,2221,2,7,20,2,10,0,2857,0,0,1,0,1,0,0
3,1,0,1,1,0,3,2,292,1,9213,2,2,1,29,14,1,4277,0,0,0,0,1,0,1
1,0,3,1,0,2,4,2,182,2,31,3,4,9,19,21,2,2517,1,0,0,0,1,0,1
0,1,2,1,1,1,4,0,237,1,986,0,2,11,7,15,1,579,1,1,1,1,0,0,0
2,0,3,3,1,0,3,0,178,1,8806,3,7,18,19,10,2,4092,0,0,0,0,0,1,1
3,1,1,1,0,2,4,0,75,0,18,2,4,16,39,1,0,1573,0,1,0,0,0,1,1
2,0,0,3,0,1,4,1,84,3,955,1,2,13,29,5,0,2761,0,0,1,0,0,0,1
2,0,0,1,3,1,4,2,107,0,1377,1,1,23,27,3,2,1227,0,1,1,1,0,1,1
0,1,1,1,0,1,4,1,109,3,1069,0,4,17,26,24,0,2694,1,1,1,1,0,1,1
2,0,0,3,1,0,3,2,81,1,337,1,7,17,30,2,0,1591,1,0,0,0,0,1,0
2,0,0,0,1,2,4,1,197,3,67,2,7,6,15,21,1,2608,1,1,1,0,1,0,1
2,0,1,2,1,1,4,0,114,3,1855,0,1,14,28,20,0,2195,1,0,0,1,0,0,1
1,0,3,1,2,2,4,1,244,2,29,1,4,1,28,11,0,2070,1,0,1,1,0,1,0
0,1,3,2,2,2,4,0,119,1,57,3,4,7,50,15,2,2022,0,0,1,0,0,1,0
0,0,0,3,2,1,4,0,297,1,1533,3,1,18,15,21,0,1417,1,0,1,0,1,0,1
1,1,1,1,2,2,4,0,289,3,95,1,6,15,29,22,2,3227,1,1,0,1,1,0,0
0,1,0,0,2,0,2,2,174,2,239,2,4,23,34,3,2,2435,0,1,0,0,1,1,0
0,1,3,1,2,2,4,2,172,3,73,3,5,17,14,1,0,2922,0,1,1,1,0,1,0
0,1,1,3,0,1,4,2,168,3,639,2,5,1,43,3,2,3144,1,1,0,0,0,0,0
3,1,0,3,3,1,4,2,206,0,853,2,1,11,0,10,1,1178,0,0,1,1,0,1,1
1,1,2,0,2,2,4,1,193,3,35,1,1,11,32,17,1,2863,1,1,0,1,1,0,0
2,1,3,1,3,2,4,1,231,1,20,2,5,11,9,4,1,1557,0,1,0,0,1,0,1
0,0,2,3,1,0,5,0,55,2,7749,0,6,18,15,17,0,3758,1,1,1,1,1,0,1
3,1,2,3,0,1,4,2,291,0,1558,0,7,11,13,7,1,1381,1,1,1,1,0,1,1
3,0,1,3,0,2,4,0,111,3,70,0,4,14,14,14,0,1979,1,0,1,0,0,0,1
0,0,3,3,1,0,2,1,171,3,5847,0,6,8,10,9,0,2385,0,1,1,0,0,0,0
1,0,2,1,0,2,4,0,133,2,4,2,4,1,3,17,0,2165,0,0,0,0,0,1,1
2,1,0,1,3,2,4,2,295,1,63,2,2,13,3,10,1,1776,0,0,1,0,0,1,1
1,1,2,2,2,1,4,1,130,2,1910,0,4,0,48,6,1,2461,1,0,1,0,0,0,0
0,1,2,3,2,2,4,2,108,0,39,0,1,23,13,18,2,964,0,1,0,1,0,0,0
1,1,2,2,3,1,4,0,170,2,1603,0,3,23,41,23,0,2665,0,0,1,0,0,0,0
1,0,0,1,1,0,1,1,145,3,9277,1,2,6,36,14,1,2352,0,1,1,1,0,0,1
2,0,2,1,1,1,4,0,259,0,743,2,2,23,21,16,0,1050,0,0,1,1,0,1,1
1,1,3,0,0,1,4,1,63,0,830,0,4,14,2,9,0,1339,0,1,0,1,0,1,0
2,1,0,1,0,1,4,0,196,2,102,0,4,6,44,17,0,2517,1,1,1,0,1,0,1
1,1,2,3,0,1,4,2,259,2,1339,3,7,24,35,15,2,3501,1,1,0,1,0,0,1
0,0,2,3,1,0,2,1,53,2,2016,0,2,0,13,6,0,1394,1,0,0,1,0,0,0
3,0,1,3,1,1,4,0,86,2,1350,1,7,24,31,17,1,1882,0,0,0,1,1,1,1
0,1,3,2,3,0,1,1,86,1,6492,2,7,17,30,20,2,1946,1,0,0,1,0,0,1
3,0,1,2,2,0,2,1,156,0,729,1,4,3,46,17,2,1473,0,0,1,1,1,0,1
0,1,0,0,0,1,4,0,144,2,1031,0,6,9,21,11,1,2094,0,1,0,1,1,0,1
1,1,1,1,2,2,4,0,278,3,75,1,6,23,8,7,2,3162,0,0,0,1,0,0,0
3,1,3,2,2,0,1,0,194,0,5607,1,5,21,2,15,0,987,1,0,0,1,0,1,0
1,0,1,2,1,2,4,0,264,3,51,0,6,4,6,24,2,2318,0,0,1,1,1,1,0
1,1,2,0,2,2,4,0,237,1,35,1,4,8,39,1,0,1915,0,0,1,0,0,0,1
0,1,3,0,2,2,4,0,138,0,25,1,4,8,45,4,0,1342,0,1,1,0,1,1,0
3,0,3,0,2,0,0,0,168,3,5304,3,6,9,0,7,1,3402,1,0,1,0,1,0,0
2,1,2,0,1,1,4,2,236,1,1438,0,7,5,48,6,2,1583,1,1,0,1,0,0,1
0,0,1,2,0,2,4,0,51,0,33,0,3,19,9,22,0,863,1,1,0,1,0,1,0
2,1,2,3,1,1,4,0,84,3,1327,0,6,18,5,20,0,2078,1,1,1,0,1,0,1
3,1,2,3,1,0,1,2,182,0,2746,0,1,15,37,21,0,1129,0,1,0,0,0,1,0
0,1,3,1,2,1,4,2,281,1,1646,2,4,19,2,16,1,1863,0,0,0,0,0,0,1
0,0,0,0,3,2,4,2,153,0,47,3,5,4,29,0,2,1510,0,1,1,0,1,1,1
2,0,0,1,0,1,4,2,264,0,1066,2,1,7,19,23,0,1572,1,0,1,1,1,1,0
0,1,2,3,2,2,4,2,197,3,24,2,5,15,20,24,1,3040,0,0,1,0,0,0,1
1,0,0,2,2,2,4,2,162,0,54,1,2,11,44,13,0,1716,0,1,0,1,1,0,1
3,1,2,0,1,1,4,2,148,0,35,0,3,7,16,1,2,691,1,0,0,1,1,1,0
3,1,0,0,1,2,4,2,156,2,2,1,7,18,18,10,0,1867,1,1,0,0,0,0,1
1,1,3,2,3,0,1,0,185,0,8342,3,5,0,41,2,1,2186,0,0,0,0,0,1,1
0,0,3,1,3,2,4,0,64,1,76,1,2,21,39,21,0,1365,0,0,1,1,0,0,1
2,0,3,0,0,2,4,0,98,2,66,1,6,23,37,7,1,2221,0,0,1,1,0,0,0
0,0,1,1,2,1,4,0,201,2,1730,3,7,24,28,6,1,2469,0,0,1,0,1,1,0
2,1,2,3,2,1,4,2,292,1,1789,2,7,11,12,23,0,2196,0,1,1,1,1,1,0
3,1,0,3,3,1,4,1,260,0,521,1,3,5,18,22,1,1482,0,1,0,0,1,1,1
2,0,1,0,1,1,4,1,192,1,722,2,7,14,40,15,0,1701,1,1,1,0,0,0,1
0,0,2,3,1,0,2,1,106,0,8866,3,5,16,32,9,2,2383,0,1,1,1,1,1,1
0,0,1,1,0,1,4,2,261,1,1569,1,4,19,3,23,1,1467,1,0,0,1,1,0,0
2,1,2,0,2,1,4,1,122,3,1430,2,1,4,20,10,2,2715,0,0,0,1,0,1,0
0,0,1,0,1,0,3,2,99,1,5320,1,3,6,30,23,2,2499,0,1,0,1,0,1,0
0,0,3,0,0,2,4,2,143,1,24,0,2,9,2,24,2,1100,0,1,1,1,1,0,0
0,0,0,0,3,0,3,1,266,3,93,2,4,7,32,20,0,2773,0,1,1,1,1,1,1
2,0,1,1,3,0,2,2,295,1,2767,1,1,3,41,19,0,2158,0,0,0,0,1,0,1
3,1,3,3,3,2,4,1,166,1,6,3,6,22,8,21,2,1681,1,1,1,1,1,0,1
1,0,0,2,3,1,4,0,231,3,652,2,3,14,0,18,1,2629,0,1,1,1,0,0,0
1,0,0,1,3,1,4,0,68,3,973,0,3,24,15,21,2,2421,1,0,0,1,1,0,1
3,1,0,2,2,0,3,1,223,2,7779,2,5,1,27,1,1,4145,1,0,1,1,1,0,0
0,0,2,3,1,1,4,0,247,2,1320,3,2,22,9,23,2,1269,1,1,0,1,1,1,0
3,1,2,0,0,2,4,2,66,0,32,3,5,21,38,10,2,2117,0,0,0,1,0,0,0
0,0,0,0,0,1,4,1,95,3,217,1,5,12,21,19,2,2359,1,1,1,0,1,0,1
3,1,3,3,0,1,4,1,147,3,1760,3,2,14,15,7,0,2477,0,1,1,0,0,1,1
3,0,2,1,2,0,5,0,80,3,7793,1,2,22,20,19,0,4383,0,0,0,0,0,1,0
1,0,1,2,1,0,5,1,161,3,3818,1,2,0,26,7,1,3562,1,1,1,0,0,1,0
0,0,0,3,1,0,3,2,189,3,2791,0,5,19,22,0,1,2610,0,1,1,1,1,0,0
1,1,0,3,0,0,5,0,155,1,3238,1,3,22,49,23,1,3872,1,0,0,0,0,0,1
2,1,0,3,0,2,4,2,139,3,76,0,2,22,20,20,0,3406,0,0,0,0,0,0,1
0,1,2,0,3,2,4,2,52,2,71,0,3,13,44,19,2,2237,0,0,0,1,0,0,1
1,1,2,0,3,0,5,1,171,3,5945,1,7,17,50,1,2,6260,0,1,0,1,0,0,1
2,0,2,3,3,2,4,2,194,3,64,3,6,24,2,7,2,2639,1,0,1,0,1,1,1
3,0,2,0,3,2,4,1,200,3,93,1,6,17,26,8,2,2005,1,0,1,1,0,0,0
3,1,0,3,1,2,4,0,289,2,48,3,6,9,8,20,2,2199,0,0,1,0,0,0,0
3,1,3,2,0,2,4,1,238,2,55,0,6,18,30,4,2,2009,0,0,0,0,0,0,0
1,0,0,2,1,0,1,0,283,2,9707,1,1,6,2,10,0,1451,0,1,1,1,0,1,0
2,0,2,1,0,2,4,1,238,2,15,1,3,7,31,24,0,2024,1,1,1,1,1,0,0
3,1,2,1,3,0,2,2,94,0,1104,0,6,13,22,9,2,1298,1,0,0,1,0,0,1
2,0,2,0,3,0,3,2,292,3,966,1,1,3,4,22,1,2525,0,0,0,1,1,0,1
1,1,3,2,2,2,4,2,94,3,1,3,4,24,50,16,1,3967,1,1,1,1,1,1,0
0,0,0,1,0,0,3,2,75,1,9590,1,4,20,18,15,1,3771,0,0,0,0,1,1,1
2,0,0,3,3,1,4,1,100,2,1786,1,5,7,9,17,1,1897,0,1,1,1,0,0,1
3,0,1,0,3,1,4,2,247,1,1114,2,5,0,48,9,2,1581,1,1,1,0,1,1,0
1,1,2,1,1,2,4,1,72,1,20,3,4,0,47,21,0,2040,1,1,1,0,1,1,0
0,1,3,2,3,1,4,2,199,0,1942,0,4,11,28,11,2,1422,0,1,0,1,0,0,1
0,0,1,2,2,2,4,0,283,0,83,3,6,20,28,13,1,1665,1,0,1,1,0,0,0
2,0,0,0,2,0,1,0,213,0,7328,1,3,24,24,23,0,1287,1,1,0,1,1,0,0
1,0,3,3,1,1,4,1,190,2,1834,0,1,12,37,17,1,2064,0,0,0,0,0,1,1
3,0,0,3,0,0,5,1,165,1,526,1,6,11,0,12,2,1655,0,0,1,1,1,0,1
1,0,3,0,0,1,4,2,133,0,1415,1,6,22,30,0,1,1629,1,0,1,1,0,0,1
1,0,0,3,2,0,2,2,150,0,4667,1,1,4,45,2,2,2227,1,0,1,1,0,0,0
3,0,0,1,0,0,3,0,142,3,6614,2,2,3,50,8,0,3962,1,1,0,1,0,1,0
2,0,1,1,0,2,4,2,276,3,98,2,3,5,41,22,0,3112,1,0,1,0,0,0,0
1,0,1,0,1,1,4,0,151,1,1318,3,7,4,29,19,1,2017,0,1,1,0,0,0,1
2,1,3,1,0,0,0,0,181,3,7206,1,1,12,40,1,0,4874,0,1,0,1,0,0,1
3,0,3,2,0,2,4,1,72,3,1,2,4,15,14,5,1,2101,1,1,1,1,1,0,1
1,0,1,2,1,0,5,1,234,1,4521,0,5,17,0,16,1,2651,1,1,0,0,1,1,1
2,1,2,0,2,0,5,2,80,3,345,2,2,3,21,19,1,2699,1,1,0,0,1,1,0
2,1,3,3,3,2,4,0,87,1,48,1,5,14,31,5,2,1266,1,1,1,0,1,0,1
1,0,1,3,3,1,4,2,209,0,399,1,2,22,30,11,1,1444,1,1,0,1,0,1,0
2,0,0,2,0,1,4,1,244,0,966,2,5,13,17,8,0,1658,1,1,0,1,1,0,1
0,1,1,0,1,2,4,1,191,2,27,1,1,23,33,21,0,1740,0,1,0,0,0,0,0
3,0,3,0,1,2,4,1,166,1,87,1,5,2,36,11,1,1165,0,1,1,1,0,1,1
1,1,0,2,3,0,2,1,296,1,1009,2,7,15,33,10,1,2934,1,1,1,1,0,1,1
1,1,0,2,0,1,4,1,214,0,514,0,2,0,24,15,1,1932,0,0,1,0,0,0,1
2,0,1,2,1,1,4,1,50,1,1627,3,3,10,4,3,2,1059,0,0,0,0,0,1,0
0,0,3,3,0,1,4,0,151,0,1751,1,6,12,39,3,1,1522,1,0,1,0,0,1,1
2,0,3,1,2,0,5,2,231,3,3234,2,1,6,31,15,1,3698,0,0,0,0,1,0,1
3,0,2,2,1,1,4,2,158,0,229,3,6,22,3,22,1,1134,0,1,0,0,1,0,0
0,1,1,2,2,2,4,1,297,2,82,3,1,18,1,11,1,1502,1,1,0,1,1,1,1
2,0,1,3,0,0,2,1,57,2,6220,2,6,7,1,6,0,3238,0,0,0,0,0,1,1
2,1,0,0,1,1,4,2,51,3,1127,1,6,24,14,15,1,2243,1,1,1,0,1,0,1
3,0,1,0,1,1,4,1,99,0,1378,0,3,18,42,24,1,1015,1,0,0,0,1,0,1
1,1,3,0,0,0,1,1,89,3,1874,0,1,20,23,0,0,2998,0,1,1,1,0,0,0
3,1,0,2,3,1,4,0,130,2,1162,2,4,2,5,1,2,1493,1,1,1,1,1,1,0
0,0,2,2,2,2,4,2,69,2,39,0,4,20,45,9,2,1813,0,0,0,0,0,0,1
3,1,0,1,3,1,4,1,153,0,1724,3,6,11,13,17,2,1695,1,1,0,0,1,1,0
0,1,0,3,2,2,4,1,220,0,33,1,1,23,31,21,2,1657,0,0,0,1,1,1,1
3,0,1,2,3,1,4,1,166,3,449,0,7,17,17,5,2,1970,1,0,1,1,0,0,0
0,0,0,1,3,0,2,1,229,0,9068,3,7,17,36,11,2,3261,0,0,0,0,0,0,0
0,0,1,2,2,0,5,2,248,1,8434,3,5,20,12,19,1,4738,0,0,1,0,1,1,0
